engine,workload,threads,table_size,iteration,time_s,tps,qps,latency_avg_ms,latency_p95_ms
TidesDB,oltp_insert,8,1000000,1,250,51955.02,51955.02,0.67,0.67
TidesDB,oltp_insert,8,1000000,1,260,64223.14,64223.14,0.67,0.67
TidesDB,oltp_insert,8,1000000,1,270,107318.91,107318.91,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,280,107602.73,107602.73,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,290,104997.45,104997.45,0.09,0.09
TidesDB,oltp_write_only,8,1000000,1,10,5038.27,30231.73,4.82,4.82
TidesDB,oltp_write_only,8,1000000,1,20,16179.19,97075.65,0.90,0.90
TidesDB,oltp_write_only,8,1000000,1,30,5101.79,30611.27,4.74,4.74
TidesDB,oltp_write_only,8,1000000,1,40,5241.72,31450.45,4.74,4.74
TidesDB,oltp_write_only,8,1000000,1,50,5186.46,31118.15,4.74,4.74
TidesDB,oltp_write_only,8,1000000,1,60,5138.16,30830.43,4.74,4.74
TidesDB,oltp_write_only,8,1000000,1,70,5021.81,30131.05,4.74,4.74
TidesDB,oltp_write_only,8,1000000,1,80,5118.58,30710.77,4.74,4.74
